"Side","Deck","Num","GID","HomePlanet","CryoSleep","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","IID","Spending","HasSpent","GroupSize","GroupNumCabinsNA","GroupNumCabins","GroupNumTransported","GroupNumNotTransported","GroupTransportedPct","GroupNumInCabinMode","GroupNumHomePlanets","GroupNumDestinations","GroupHomePlanetMode","GroupDestinationMode","CabinSize","CabinNumTransported","CabinNumNotTransported","CabinTransportedPct","CabinNumCryo","SideNeighbors","SideNeighborsTransported","SideNeighborsTransportedPct","FrontNeighbors","FrontNeighborsTransported","FrontNeighborsTransportedPct","BackNeighbors","BackNeighborsTransported","BackNeighborsTransportedPct","DiagFrontNeighbors","DiagFrontNeighborsTransported","DiagFrontNeighborsTransportedPct","DiagBackNeighbors","DiagBackNeighborsTransported","DiagBackNeighborsTransportedPct","Cabin","PassengerId","Name","Transported","Train","LastName","GroupCabinMode"
"P","F",439,2193,"Earth","FALSE","PSO J318.5-22",25,"FALSE",0,0,619,0,70,1,689,TRUE,1,0,1,0,1,0,1,1,1,"Earth","PSO J318.5-22",1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0.0190666666666667,2,0,0,"F/439/P","2193_01","Karlen Singtons","FALSE","TRUE","Singtons","F/439/P"
"S","F",439,2239,"Earth","FALSE","PSO J318.5-22",26,"FALSE",93,0,469,0,0,1,562,TRUE,1,0,1,1,0,1,1,1,1,"Earth","PSO J318.5-22",1,1,0,1,0,1,0,0,0,0,0.0219999999999996,2,0,0,1,1,1,1,0,0,"F/439/S","2239_01","Kencey Franchaney","TRUE","TRUE","Franchaney","F/439/S"
"P","F",44,211,"Mars","FALSE","TRAPPIST-1e",29,"FALSE",902,1,137,0,0,1,1040,TRUE,3,0,1,2,1,0.666666666666667,3,1,1,"Mars","TRAPPIST-1e",3,2,1,0.666666666666667,1,1,0,0,1,0,0,0,0,0.0336666666666649,1,0,0,1,0,0,"F/44/P","0211_01","Pebuts Appie","TRUE","TRUE","Appie","F/44/P"
"P","F",44,211,"Mars","TRUE","TRAPPIST-1e",11,"FALSE",0,0,0,0,0,2,0,FALSE,3,0,1,2,1,0.666666666666667,3,1,1,"Mars","TRAPPIST-1e",3,2,1,0.666666666666667,1,1,0,0,1,0,0,0,0,0.0325999999999982,1,0,0,1,0,0,"F/44/P","0211_02","Corsh Appie","TRUE","TRUE","Appie","F/44/P"
"P","F",44,211,"Mars","FALSE","TRAPPIST-1e",17,"FALSE",848,0,307,182,0,3,1337,TRUE,3,0,1,2,1,0.666666666666667,3,1,1,"Mars","TRAPPIST-1e",3,2,1,0.666666666666667,1,1,0,0,1,0,0,0,0,0.0469999999999983,1,0,0,1,0,0,"F/44/P","0211_03","Picers Date","FALSE","TRUE","Date","F/44/P"
"S","F",44,231,"Mars","FALSE","TRAPPIST-1e",30,"FALSE",85,0,1,1720,0,1,1806,TRUE,1,0,1,0,1,0,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,3,2,0.666666666666667,1,0,0,1,0,0,1,0,0,0,0,0.0273999999999996,"F/44/S","0231_01","Krus Nate","FALSE","TRUE","Nate","F/44/S"
"P","F",440,2195,"Earth","FALSE","TRAPPIST-1e",27,"FALSE",0,280,119,646,5,1,1050,TRUE,1,0,1,1,0,1,1,1,1,"Earth","TRAPPIST-1e",1,1,0,1,0,0,0,0.0190674603174584,0,0,0,1,0,0,1,1,1,1,1,1,"F/440/P","2195_01","Naomie Coleyanglas","TRUE","TRUE","Coleyanglas","F/440/P"
"S","F",440,2244,"Earth","FALSE","TRAPPIST-1e",46,"FALSE",0,0,969,1,0,1,970,TRUE,1,0,1,0,0,0.38385238095238,1,1,1,"Earth","TRAPPIST-1e",1,0,0,0.45512380952381,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,"F/440/S","2244_01","Denna Burnerez",NA,"FALSE","Burnerez","F/440/S"
"S","F",441,2261,"Earth","FALSE","TRAPPIST-1e",29,"FALSE",0,0,885,0,0,1,885,TRUE,1,0,1,1,0,1,1,1,1,"Earth","TRAPPIST-1e",1,1,0,1,0,0,0,0,1,1,1,0,0,0.0244999999999983,1,0,0,1,1,1,"F/441/S","2261_01","Millia Bairdford","TRUE","TRUE","Bairdford","F/441/S"
"P","F",442,2200,"Mars","FALSE","TRAPPIST-1e",29,"FALSE",1443,1108,47,0,0,1,2598,TRUE,1,0,1,0,1,0,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0.0403333333333333,1,1,1,"F/442/P","2200_01","Grawk Prité","FALSE","TRUE","Prité","F/442/P"
"S","F",442,2264,"Earth","FALSE","TRAPPIST-1e",39,"FALSE",0,0,13,0,868,1,881,TRUE,1,0,1,1,0,1,1,1,1,"Earth","TRAPPIST-1e",1,1,0,1,0,1,0,0,0,0,0.0249215686274508,1,1,1,1,0,0,0,0,0,"F/442/S","2264_01","Lanedy Youngrayes","TRUE","TRUE","Youngrayes","F/442/S"
"P","F",443,2202,"Mars","FALSE","TRAPPIST-1e",51,"FALSE",1671,0,17,0,0,1,1688,TRUE,1,0,1,0,1,0,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,0,0,0.0337499999999979,0,0,0.0266999999999997,1,0,0,0,0,0.0270833333333333,1,1,1,"F/443/P","2202_01","Stmeal Horte","FALSE","TRUE","Horte","F/443/P"
"S","F",443,2265,"Earth","FALSE","TRAPPIST-1e",34,"FALSE",0,92.6376833333333,0,529,0,1,621.637683333333,TRUE,1,0,1,0,0,0.410822619047618,1,1,1,"Earth","TRAPPIST-1e",1,0,0,0.427961904761905,0,1,0,0,0,0,0.0228382352941173,1,1,1,0,0,0.013,1,0,0,"F/443/S","2265_01","Ellard Brownings",NA,"FALSE","Brownings","F/443/S"
"P","F",444,2208,"Mars","FALSE","TRAPPIST-1e",24,"FALSE",693,0,727,0,2,1,1422,TRUE,1,0,1,0,0,0.393063095238094,1,1,1,"Mars","TRAPPIST-1e",1,0,0,0.419683333333334,0,0,0,0.022300438596489,1,0,0,1,0,0,1,0,0,0,0,0.00566666666666612,"F/444/P","2208_01","Volath Babre",NA,"FALSE","Babre","F/444/P"
"S","F",444,2276,"Earth","FALSE","TRAPPIST-1e",45,"FALSE",1259,210,0,0,1,2,1470,TRUE,2,0,2,0,0,0.413686904761904,1,1,1,"Earth","TRAPPIST-1e",1,0,0,0.4398,0,0,0,0.0228333333333311,1,0,0,0,0,0.020166666666665,1,0,0,1,0,0,"F/444/S","2276_02","Thery Sosanturney",NA,"FALSE","Sosanturney","F/444/S"
"P","F",445,2212,"Earth","FALSE","TRAPPIST-1e",50,"FALSE",0,5,0,2170,0,1,2175,TRUE,1,0,1,0,1,0,1,1,1,"Earth","TRAPPIST-1e",1,0,1,0,0,1,0,0,0,0,0.017083333333333,0,0,0.0177857142857126,0,0,0.0266,0,0,0.0116666666666662,"F/445/P","2212_01","Ebonyd Swanardy","FALSE","TRUE","Swanardy","F/445/P"
"S","F",445,2291,"Earth","FALSE","55 Cancri e",46,"FALSE",426,37,0,0,568,3,1031,TRUE,3,0,2,0,3,0,2,1,2,"Earth","55 Cancri e",1,0,1,0,0,1,0,0,0,0,0.0376666666666665,0,0,0.0290666666666649,0,0,0.034,0,0,0.0310595238095234,"F/445/S","2291_03",NA,"FALSE","TRUE",NA,"G/365/S"
"P","F",446,2216,"Earth","FALSE","PSO J318.5-22",57,"FALSE",0,545,0,0,0,1,545,TRUE,1,0,1,0,0,0.436379761904761,1,1,1,"Earth","PSO J318.5-22",1,0,0,0.443033333333334,0,0,0,0.0235999999999977,0,0,0.0310833333333331,1,0,0,0,0,0.0231666666666667,1,0,0,"F/446/P","2216_01","Felice Guezaley",NA,"FALSE","Guezaley","F/446/P"
"S","F",446,2293,"Mars","TRUE","TRAPPIST-1e",51,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,0,0,0.413835714285713,1,1,1,"Mars","TRAPPIST-1e",1,0,0,0.470033333333334,1,0,0,0.01205769230769,0,0,0.0154999999999995,1,0,0,0,0,0.011,1,0,0,"F/446/S","2293_01","Cink Hacle",NA,"FALSE","Hacle","F/446/S"
"P","F",447,2222,"Mars","TRUE","TRAPPIST-1e",19,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,0,0,0.381509126984126,1,1,1,"Mars","TRAPPIST-1e",1,0,0,0.467294973544974,1,0,0,0.0206777777777756,4,3,0.75,0,0,0.0204583333333316,1,0,0,0,0,0.021946428571428,"F/447/P","2222_01","Ockies Burie",NA,"FALSE","Burie","F/447/P"
"S","F",447,2297,"Earth","FALSE","TRAPPIST-1e",23,"FALSE",839,0,0,38,0,1,877,TRUE,1,0,1,0,0,0.454709523809523,1,1,1,"Earth","TRAPPIST-1e",1,0,0,0.430630952380953,0,0,0,0.0309833333333312,1,0,0,0,0,0.0314999999999982,4,3,0.75,0,0,0.0171666666666662,"F/447/S","2297_01","Ruthy Pernard",NA,"FALSE","Pernard","F/447/S"
"P","F",448,2234,"Mars","TRUE","55 Cancri e",17,"FALSE",0,0,0,0,0,6,0,FALSE,7,0,3,3,4,0.428571428571429,4,1,2,"Mars","55 Cancri e",4,3,1,0.75,3,1,0,0,1,0,0,0,0,0.0419999999999983,2,1,0.5,0,0,0.080490476190476,"F/448/P","2234_06","Shood Gen","TRUE","TRUE","Gen","F/448/P"
"P","F",448,2234,"Mars","FALSE","TRAPPIST-1e",24,"FALSE",2538,0,61,0,0,7,2599,TRUE,7,0,3,3,4,0.428571428571429,4,1,2,"Mars","55 Cancri e",4,3,1,0.75,3,1,0,0,1,0,0,0,0,0.0482499999999983,2,1,0.5,0,0,0.080490476190476,"F/448/P","2234_07","Sumpid Gread","FALSE","TRUE","Gread","F/448/P"
"P","F",448,2234,"Mars","TRUE","55 Cancri e",20,"FALSE",0,0,0,0,0,2,0,FALSE,7,0,3,3,4,0.428571428571429,4,1,2,"Mars","55 Cancri e",4,3,1,0.75,3,1,0,0,1,0,0,0,0,0.0429999999999983,2,1,0.5,0,0,0.077490476190476,"F/448/P","2234_02","Resers Gread","TRUE","TRUE","Gread","F/448/P"
"P","F",448,2234,"Mars","TRUE","55 Cancri e",20,"FALSE",0,0,0,0,0,1,0,FALSE,7,0,3,3,4,0.428571428571429,4,1,2,"Mars","55 Cancri e",4,3,1,0.75,3,1,0,0,1,0,0,0,0,0.0429999999999983,2,1,0.5,0,0,0.078490476190476,"F/448/P","2234_01","Newtch Gen","TRUE","TRUE","Gen","F/448/P"
"S","F",448,2299,"Mars","FALSE","TRAPPIST-1e",35,"FALSE",174,0,381,0,62,1,617,TRUE,1,0,1,0,1,0,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,4,3,0.75,2,1,0.5,0,0,0.0113333333333316,1,0,0,0,0,0.0184696969696965,"F/448/S","2299_01","Wealke Ramad","FALSE","TRUE","Ramad","F/448/S"
"P","F",449,2235,"Earth","FALSE","TRAPPIST-1e",27,"FALSE",203,539,0,0,0,1,742,TRUE,1,0,1,0,1,0,1,1,1,"Earth","TRAPPIST-1e",1,0,1,0,0,2,1,0.5,0,0,0.0298306878306876,4,3,0.75,1,0,0,1,0,0,"F/449/P","2235_01","Elica Tranciams","FALSE","TRUE","Tranciams","F/449/P"
"S","F",449,2301,"Earth","FALSE","55 Cancri e",24,"FALSE",1367,0,1,0,0,3,1368,TRUE,3,0,2,1,2,0.333333333333333,2,1,2,"Earth","55 Cancri e",2,1,1,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0.058,4,3,0.75,"F/449/S","2301_03","Marine Hodgesss","FALSE","TRUE","Hodgesss","F/449/S"
"S","F",449,2301,"Earth","FALSE","TRAPPIST-1e",23,"FALSE",1010,0,33,10,0,1,1053,TRUE,3,0,2,1,2,0.333333333333333,2,1,2,"Earth","55 Cancri e",2,1,1,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0.0506666666666667,4,3,0.75,"F/449/S","2301_01","Colly Hodgesss","TRUE","TRUE","Hodgesss","F/449/S"
"P","F",45,212,"Earth","FALSE","TRAPPIST-1e",35,"FALSE",147,188,0,10,387,2,732,TRUE,2,0,2,0,2,0,1,1,1,"Earth","TRAPPIST-1e",1,0,1,0,0,1,0,0,1,0,0,3,2,0.666666666666667,1,0,0,1,0,0,"F/45/P","0212_02","Shally Workmans","FALSE","TRUE","Workmans","E/9/P"
"S","F",45,233,"Mars","FALSE","TRAPPIST-1e",32,"FALSE",56,0,256,1438,0,1,1750,TRUE,1,0,1,0,1,0,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,2,0.666666666666667,"F/45/S","0233_01","Teda Wist","FALSE","TRUE","Wist","F/45/S"
"P","F",450,2240,"Earth","FALSE","TRAPPIST-1e",21,"FALSE",12,555,0,0,882,2,1449,TRUE,3,0,2,0,0,0.435098809523809,2,1,2,"Earth","TRAPPIST-1e",1,0,0,0.446558333333333,0,1,0,0,1,0,0,1,0,0,0,0,0.0308333333333333,2,1,0.5,"F/450/P","2240_02","Carma Fultz",NA,"FALSE","Fultz","G/360/P"
"S","F",450,2320,"Earth","FALSE","55 Cancri e",31.2738160190962,"FALSE",0,760,0,21,23,1,804,TRUE,1,0,1,0,1,0,1,1,1,"Earth","55 Cancri e",1,0,1,0,0,0,0,0.0183333333333311,0,0,0.0162549019607839,2,1,0.5,1,0,0,1,0,0,"F/450/S","2320_01","Thel Francock","FALSE","TRUE","Francock","F/450/S"
"P","F",451,2241,"Earth","FALSE","TRAPPIST-1e",27,"FALSE",485,1109,921,0,1,1,2516,TRUE,1,0,1,0,1,0,1,1,1,"Earth","TRAPPIST-1e",1,0,1,0,0,0,0,0.0223333333333312,0,0,0.022633333333333,0,0,0.0217499999999983,0,0,0.0273333333333333,1,0,0,"F/451/P","2241_01","Jacky Jacostaffey","FALSE","TRUE","Jacostaffey","F/451/P"
"S","F",451,2323,"Earth","FALSE","TRAPPIST-1e",32,"FALSE",12,0,0,1123,19,1,1154,TRUE,1,0,1,0,0,0.409915476190475,1,1,1,"Earth","TRAPPIST-1e",1,0,0,0.438807142857143,0,1,0,0,0,0,0.0211666666666663,1,0,0,0,0,0.0123333333333333,0,0,0.00699999999999945,"F/451/S","2323_01","Tammyl Garden",NA,"FALSE","Garden","F/451/S"
"P","F",452,2247,"Earth","FALSE","55 Cancri e",27,"FALSE",0,3,0,0,1917,1,1920,TRUE,1,0,1,0,0,0.397807142857141,1,1,1,"Earth","55 Cancri e",1,0,0,0.430191666666667,0,0,0,0.0176666666666643,0,0,0.0370833333333332,1,0,0,1,0,0,0,0,0.0219999999999995,"F/452/P","2247_01","Estina Schwardson",NA,"FALSE","Schwardson","F/452/P"
"S","F",452,2324,"Earth","FALSE","TRAPPIST-1e",43,"FALSE",340,10,22,0,272,1,644,TRUE,1,0,1,0,0,0.45760119047619,1,1,1,"Earth","TRAPPIST-1e",1,0,0,0.432133333333333,0,0,0,0.00949999999999775,1,0,0,0,0,0.0159999999999983,0,0,0.01105,1,0,0,"F/452/S","2324_01","Melvia Lessonerry",NA,"FALSE","Lessonerry","F/452/S"
"P","F",453,2248,"Earth","FALSE","TRAPPIST-1e",55,"FALSE",48,0,127,929,131,1,1235,TRUE,1,0,1,0,0,0.405036904761903,1,1,1,"Earth","TRAPPIST-1e",1,0,0,0.436683333333334,0,1,0,0,0,0,0.0235999999999998,0,0,0.0194999999999983,1,0,0,0,0,0.00549999999999944,"F/453/P","2248_01","Walley Moraleney",NA,"FALSE","Moraleney","F/453/P"
"S","F",453,2332,"Earth","FALSE","TRAPPIST-1e",21,"FALSE",556,0,20,1589,0,1,2165,TRUE,1,0,1,0,1,0,1,1,1,"Earth","TRAPPIST-1e",1,0,1,0,0,0,0,0.0250142276422742,1,0,0,0,0,0.0193499999999983,0,0,0.0227714285714286,0,0,0.00933333333333284,"F/453/S","2332_01","Cellex Mccarry","FALSE","TRUE","Mccarry","F/453/S"
"P","F",454,2250,"Earth","FALSE","TRAPPIST-1e",27,"FALSE",76,0,1,27,865,1,969,TRUE,1,0,1,0,0,0.463614285714285,1,1,1,"Earth","TRAPPIST-1e",1,0,0,0.422326190476191,0,1,0,0,1,0,0,0,0,0.023666666666665,1,1,1,1,0,0,"F/454/P","2250_01","Genee Powery",NA,"FALSE","Powery","F/454/P"
"S","F",454,2340,"Earth","FALSE","PSO J318.5-22",24,"FALSE",0,0,648,0,0,1,648,TRUE,1,0,1,0,1,0,1,1,1,"Earth","PSO J318.5-22",1,0,1,0,0,0,0,0.0291666666666645,1,1,1,1,0,0,1,0,0,0,0,0.00974999999999945,"F/454/S","2340_01","Karlie Huntt","FALSE","TRUE","Huntt","F/454/S"
"P","F",455,2254,"Earth","FALSE","TRAPPIST-1e",26,"FALSE",0,10,0,702,1,1,713,TRUE,1,0,1,0,1,0,1,1,1,"Earth","TRAPPIST-1e",1,0,1,0,0,1,1,1,1,0,0,0,0,0.0134999999999983,0,0,0.0214166666666667,1,0,0,"F/455/P","2254_01","Beula Mcfaddenson","FALSE","TRUE","Mcfaddenson","F/455/P"
"S","F",455,2341,"Earth","FALSE","TRAPPIST-1e",15,"FALSE",0,785,0,0,0,1,785,TRUE,1,0,1,1,0,1,1,1,1,"Earth","TRAPPIST-1e",1,1,0,1,0,1,0,0,0,0,0.0272902777777774,1,0,0,1,0,0,0,0,0.00466666666666612,"F/455/S","2341_01","Karlie Hubbarnett","TRUE","TRUE","Hubbarnett","F/455/S"
"P","F",456,2263,"Earth","FALSE","TRAPPIST-1e",42,"FALSE",0,0,32,772,0,1,804,TRUE,1,0,1,0,1,0,1,1,1,"Earth","TRAPPIST-1e",1,0,1,0,0,0,0,0.0260833333333312,1,0,0,1,0,0,1,0,0,1,1,1,"F/456/P","2263_01","Andie Burnewman","FALSE","TRUE","Burnewman","F/456/P"
"S","F",456,2352,"Mars","FALSE","55 Cancri e",32,"FALSE",103,0,856,0,666,1,1625,TRUE,1,0,1,0,0,0.383741666666665,1,1,1,"Mars","55 Cancri e",1,0,0,0.42552380952381,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,"F/456/S","2352_01","Unfly Hotty",NA,"FALSE","Hotty","F/456/S"
"P","F",457,2266,"Mars","FALSE","TRAPPIST-1e",30,"FALSE",616,0,185,210,475,1,1486,TRUE,1,0,1,0,1,0,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0.0144047619047619,0,0,0.0139999999999995,"F/457/P","2266_01","Dow Conca","FALSE","TRUE","Conca","F/457/P"
"S","F",457,2353,"Earth","FALSE","55 Cancri e",13,"FALSE",880,0,0,0,0,2,880,TRUE,2,0,2,1,1,0.5,1,1,2,"Earth","55 Cancri e",1,0,1,0,0,1,0,0,0,0,0.0293869047619046,0,0,0.039641666666665,1,1,1,1,0,0,"F/457/S","2353_02","Lawren Morgerson","FALSE","TRUE","Morgerson","F/457/S"
"P","F",458,2269,"Mars","TRUE","TRAPPIST-1e",26,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,1,0,1,1,1,1,"Mars","TRAPPIST-1e",1,1,0,1,1,0,0,0.0109999999999977,1,1,1,1,0,0,1,0,0,1,0,0,"F/458/P","2269_01","Ork Blees","TRUE","TRUE","Blees","F/458/P"
"S","F",458,2354,"Mars","FALSE","TRAPPIST-1e",75,"FALSE",940,0,0,1188,60,1,2188,TRUE,1,0,1,0,0,0.415011904761904,1,1,1,"Mars","TRAPPIST-1e",1,0,0,0.41647380952381,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,"F/458/S","2354_01","Rowl Bara",NA,"FALSE","Bara","F/458/S"
"P","F",459,2270,"Mars","FALSE","TRAPPIST-1e",46,"FALSE",171,0,1257,5,0,1,1433,TRUE,1,0,1,1,0,1,1,1,1,"Mars","TRAPPIST-1e",1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0.0360166666666666,0,0,0.0169999999999994,"F/459/P","2270_01","Spuffs Fla","TRUE","TRUE","Fla","F/459/P"
"S","F",459,2376,"Earth","FALSE","55 Cancri e",22,"FALSE",0,30,0,0,673,1,703,TRUE,1,0,1,0,1,0,1,1,1,"Earth","55 Cancri e",1,0,1,0,0,1,1,1,0,0,0.0164166666666663,0,0,0.0139999999999983,1,0,0,1,1,1,"F/459/S","2376_01","Harlos Coffmaney","FALSE","TRUE","Coffmaney","F/459/S"
"P","F",46,213,"Earth","FALSE","TRAPPIST-1e",21,"FALSE",367,281,0,0,146,1,794,TRUE,1,0,1,0,1,0,1,1,1,"Earth","TRAPPIST-1e",1,0,1,0,0,1,0,0,1,0,0,1,0,0,2,2,1,1,0,0,"F/46/P","0213_01","Carita Navages","FALSE","TRUE","Navages","F/46/P"
"S","F",46,242,"Mars","FALSE","TRAPPIST-1e",18,"FALSE",313,1,691,283,0,1,1288,TRUE,1,0,1,0,1,0,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,1,0,0,2,2,1,1,0,0,1,0,0,1,0,0,"F/46/S","0242_01","Almone Sté","FALSE","TRUE","Sté","F/46/S"
"P","F",460,2275,"Mars","FALSE","PSO J318.5-22",36,"FALSE",241,0,670,0,0,1,911,TRUE,1,0,1,0,1,0,1,1,1,"Mars","PSO J318.5-22",1,0,1,0,0,0,0,0.0216666666666646,1,0,0,1,1,1,1,0,0,1,0,0,"F/460/P","2275_01","Mos Tirt","FALSE","TRUE","Tirt","F/460/P"
"S","F",460,2378,"Mars","TRUE","TRAPPIST-1e",5,"FALSE",0,0,0,0,0,2,0,FALSE,2,0,2,0,0,0.421622619047618,1,1,1,"Mars","TRAPPIST-1e",1,0,0,0.48048425925926,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,"F/460/S","2378_02","Pebix Blie",NA,"FALSE","Blie","E/167/S"
"P","F",461,2282,"Earth","FALSE","TRAPPIST-1e",20,"FALSE",0,544,1,0,378,1,923,TRUE,1,0,1,0,1,0,1,1,1,"Earth","TRAPPIST-1e",1,0,1,0,0,1,0,0,0,0,0.0158333333333329,1,0,0,0,0,0.00999999999999997,0,0,0.0109999999999995,"F/461/P","2282_01","Ellena Burtiz","FALSE","TRUE","Burtiz","F/461/P"
"S","F",461,2385,"Mars","FALSE","TRAPPIST-1e",23,"FALSE",1773,0,78,0,3,1,1854,TRUE,1,0,1,0,1,0,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,1,0,0,0,0,0.0174999999999997,0,0,0.0160999999999983,0,0,0.0220238095238095,1,0,0,"F/461/S","2385_01","Jacats Pité","FALSE","TRUE","Pité","F/461/S"
"P","F",462,2283,"Earth","FALSE","TRAPPIST-1e",14,"FALSE",0,25,116,897,2,1,1040,TRUE,1,0,1,0,0,0.41715238095238,1,1,1,"Earth","TRAPPIST-1e",1,0,0,0.441346428571429,0,0,0,0.0186666666666645,1,0,0,1,0,0,0,0,0.0191666666666667,1,0,0,"F/462/P","2283_01","Rald Lambucketty",NA,"FALSE","Lambucketty","F/462/P"
"S","F",462,2393,"Earth","FALSE","TRAPPIST-1e",60,"FALSE",858,0,4,2,0,1,864,TRUE,1,0,1,0,0,0.468705952380952,1,1,1,"Earth","TRAPPIST-1e",1,0,0,0.445633333333333,0,0,0,0.0236666666666644,0,0,0.0164999999999996,1,0,0,1,0,0,1,0,0,"F/462/S","2393_01","Rena Coxterez",NA,"FALSE","Coxterez","F/462/S"
"P","F",463,2284,"Mars","FALSE","TRAPPIST-1e",18,"FALSE",262,302,1127,4225,0,1,5916,TRUE,1,0,1,0,1,0,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,0,0,0.0388333333333312,1,0,0,0,0,0.0359999999999984,0,0,0.0394952380952381,0,0,0.0515444444444442,"F/463/P","2284_01","Poloos Butte","FALSE","TRUE","Butte","F/463/P"
"S","F",463,2394,"Earth","FALSE","55 Cancri e",17,"FALSE",0,13,395,161,307,3,876,TRUE,3,0,2,0,0,0.441513888888888,2,1,2,"Earth","55 Cancri e",1,0,0,0.474446428571429,0,1,0,0,0,0,0.0264999999999998,0,0,0.0309999999999983,1,0,0,0,0,0.0188333333333328,"F/463/S","2394_03","Samany Garrez",NA,"FALSE","Garrez","G/385/S"
"P","F",464,2287,"Earth","FALSE","TRAPPIST-1e",37,"FALSE",0,1,0,219,340.881773257925,1,560.881773257925,TRUE,1,0,1,0,1,0,1,1,1,"Earth","TRAPPIST-1e",1,0,1,0,0,0,0,0.0238666666666646,1,1,1,1,0,0,1,1,1,0,0,0.0284999999999995,"F/464/P","2287_01","Shally Reyersendry","FALSE","TRUE","Reyersendry","F/464/P"
"S","F",464,2405,"Earth","FALSE","PSO J318.5-22",40,"FALSE",2,10,0,14,657,1,683,TRUE,1,0,1,0,0,0.405858333333332,1,1,1,"Earth","PSO J318.5-22",1,0,0,0.426466666666667,0,1,0,0,1,1,1,0,0,0.0184999999999983,1,1,1,1,0,0,"F/464/S","2405_01","Evaned Parsoney",NA,"FALSE","Parsoney","F/464/S"
"P","F",465,2289,"Mars","FALSE","TRAPPIST-1e",37,"FALSE",20,0,2559,20,0,1,2599,TRUE,1,0,1,1,0,1,1,1,1,"Mars","TRAPPIST-1e",1,1,0,1,0,1,1,1,2,0,0,1,0,0,2,2,1,0,0,0.0282499999999995,"F/465/P","2289_01","Hary Jaff","TRUE","TRUE","Jaff","F/465/P"
"S","F",465,2406,"Mars","TRUE","TRAPPIST-1e",18,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,1,0,1,1,1,1,"Mars","TRAPPIST-1e",1,1,0,1,1,1,1,1,2,2,1,0,0,0.018666666666665,2,0,0,1,0,0,"F/465/S","2406_01","Cornys Pie","TRUE","TRUE","Pie","F/465/S"
"P","F",466,2295,"Earth","FALSE","TRAPPIST-1e",75,"FALSE",0,0,1224,656.976093589744,1769,1,3649.97609358974,TRUE,2,0,1,0,2,0,2,1,1,"Earth","TRAPPIST-1e",2,0,2,0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,1,1,"F/466/P","2295_01","Melica Emenez","FALSE","TRUE","Emenez","F/466/P"
"P","F",466,2295,"Earth","FALSE","TRAPPIST-1e",37,"FALSE",0,8,70,360,258,2,696,TRUE,2,0,1,0,2,0,2,1,1,"Earth","TRAPPIST-1e",2,0,2,0,0,2,2,1,1,0,0,1,1,1,1,0,0,1,1,1,"F/466/P","2295_02","Jillie Emenez","FALSE","TRUE","Emenez","F/466/P"
"S","F",466,2426,"Mars","TRUE","TRAPPIST-1e",70,"FALSE",0,0,0,0,0,1,0,FALSE,2,0,1,2,0,1,2,1,1,"Mars","TRAPPIST-1e",2,2,0,1,2,2,0,0,1,0,0,1,1,1,1,0,0,1,1,1,"F/466/S","2426_01","Colatz Gine","TRUE","TRUE","Gine","F/466/S"
"S","F",466,2426,"Mars","TRUE","TRAPPIST-1e",18,"FALSE",0,0,0,0,0,2,0,FALSE,2,0,1,2,0,1,2,1,1,"Mars","TRAPPIST-1e",2,2,0,1,2,2,0,0,1,0,0,1,1,1,1,0,0,1,1,1,"F/466/S","2426_02","Kies Gine","TRUE","TRUE","Gine","F/466/S"
"P","F",467,2298,"Earth","FALSE","PSO J318.5-22",33,"FALSE",270,412,1,170.32857008547,5,1,858.32857008547,TRUE,1,0,1,0,1,0,1,1,1,"Earth","PSO J318.5-22",1,0,1,0,0,1,0,0,1,1,1,2,0,0,1,0,0,2,2,1,"F/467/P","2298_01","Thery Fredersend","FALSE","TRUE","Fredersend","F/467/P"
