"Cabin","Side","Deck","Num","GID","PassengerId","HomePlanet","CryoSleep","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","Name","Transported","Train","IID","Spending","HasSpent","LastName","GroupTrain","GroupSize","GroupNumCabinsNA","GroupNumCabins","GroupNumTransported","GroupNumNotTransported","GroupCabinMode","GroupNumInCabinMode","GroupNumHomePlanets","GroupNumDestinations","GroupHomePlanetMode","GroupDestinationMode","CabinSize","CabinNumNATransported","CabinNumTransported","CabinNumNotTransported","CabinTransportedPct","CabinNumCryo","SideNeighbors","SideNeighborsTransported","SideNeighborsTransportedPct","FrontNeighbors","FrontNeighborsTransported","FrontNeighborsTransportedPct","BackNeighbors","BackNeighborsTransported","BackNeighborsTransportedPct","DiagFrontNeighbors","DiagFrontNeighborsTransported","DiagFrontNeighborsTransportedPct","DiagBackNeighbors","DiagBackNeighborsTransported","DiagBackNeighborsTransportedPct"
"F/1027/P","P","F",1027,5043,"5043_01","Mars",TRUE,"TRAPPIST-1e",31,FALSE,0,0,0,0,0,"Gice Lette",NA,FALSE,1,0,FALSE,"Lette",FALSE,3,0,2,0,0,"F/1027/P",2,1,2,"Mars","TRAPPIST-1e",2,2,0,0,NA,2,0,0,NA,1,0,0,1,1,1,0,0,NA,1,0,0
"F/1027/P","P","F",1027,5043,"5043_02","Mars",TRUE,"55 Cancri e",51,FALSE,0,0,0,0,0,"Yales Lette",NA,FALSE,2,0,FALSE,"Lette",FALSE,3,0,2,0,0,"F/1027/P",2,1,2,"Mars","TRAPPIST-1e",2,2,0,0,NA,2,0,0,NA,1,0,0,1,1,1,0,0,NA,1,0,0
"F/1027/S","S","F",1027,5371,"5371_01","Mars",TRUE,"TRAPPIST-1e",8,FALSE,0,0,0,0,0,"Coobix Apple",NA,FALSE,1,0,FALSE,"Apple",FALSE,4,0,2,0,0,"F/1027/S",3,1,2,"Mars","TRAPPIST-1e",3,3,0,0,NA,2,0,0,NA,0,0,NA,1,0,0,1,0,0,1,1,1
"F/1027/S","S","F",1027,5371,"5371_04","Mars",FALSE,"55 Cancri e",4,FALSE,0,0,0,0,0,"Panbug Apple",NA,FALSE,4,0,FALSE,"Apple",FALSE,4,0,2,0,0,"F/1027/S",3,1,2,"Mars","TRAPPIST-1e",3,3,0,0,NA,2,0,0,NA,0,0,NA,1,0,0,1,0,0,1,1,1
"F/1027/S","S","F",1027,5371,"5371_03","Mars",TRUE,"TRAPPIST-1e",30,FALSE,0,0,0,0,0,"Cats Apple",NA,FALSE,3,0,FALSE,"Apple",FALSE,4,0,2,0,0,"F/1027/S",3,1,2,"Mars","TRAPPIST-1e",3,3,0,0,NA,2,0,0,NA,0,0,NA,1,0,0,1,0,0,1,1,1
"F/1028/P","P","F",1028,5050,"5050_01","Earth",FALSE,"TRAPPIST-1e",31,FALSE,433,111,238,86,0,"Loree Wolfernan",FALSE,TRUE,1,868,TRUE,"Wolfernan",TRUE,1,0,1,0,1,"F/1028/P",1,1,1,"Earth","TRAPPIST-1e",1,0,0,1,0,0,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA
"F/1028/S","S","F",1028,5373,"5373_01","Mars",FALSE,"TRAPPIST-1e",27,FALSE,465,0,76,2,883,"Pies Gelle",NA,FALSE,1,1426,TRUE,"Gelle",FALSE,1,0,1,0,0,"F/1028/S",1,1,1,"Mars","TRAPPIST-1e",1,1,0,0,NA,0,1,0,0,1,1,1,0,0,NA,0,0,NA,0,0,NA
"F/1029/P","P","F",1029,5056,"5056_01","Mars",FALSE,"TRAPPIST-1e",23,FALSE,663,392,6023,4,0,"Weres Chen",NA,FALSE,1,7082,TRUE,"Chen",FALSE,2,0,1,0,0,"F/1029/P",2,1,2,"Mars","55 Cancri e",2,2,0,0,NA,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,NA
"F/1029/P","P","F",1029,5056,"5056_02","Mars",FALSE,"55 Cancri e",32,FALSE,38,0,1423,0,0,"Ockies Chen",NA,FALSE,2,1461,TRUE,"Chen",FALSE,2,0,1,0,0,"F/1029/P",2,1,2,"Mars","55 Cancri e",2,2,0,0,NA,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,NA
"F/1029/S","S","F",1029,5374,"5374_01","Earth",FALSE,NA,29,FALSE,0,61,942,2,0,"Candyn Loverthyo",TRUE,TRUE,1,1005,TRUE,"Loverthyo",TRUE,1,0,1,1,0,"F/1029/S",1,1,1,"Earth",NA,1,0,1,0,1,0,0,0,NA,1,0,0,0,0,NA,1,0,0,1,0,0
"F/103/P","P","F",103,476,"0476_03","Mars",TRUE,"TRAPPIST-1e",12,FALSE,0,0,0,0,0,"Beah Chiff",TRUE,TRUE,3,0,FALSE,"Chiff",TRUE,3,0,1,2,1,"F/103/P",3,1,2,"Mars","TRAPPIST-1e",3,0,2,1,0.666666666666667,2,1,1,1,0,0,NA,0,0,NA,0,0,NA,1,0,0
"F/103/P","P","F",103,476,"0476_01","Mars",FALSE,"PSO J318.5-22",27,FALSE,NA,6,145,144,0,"Coves Chiff",FALSE,TRUE,1,295,TRUE,"Chiff",TRUE,3,0,1,2,1,"F/103/P",3,1,2,"Mars","TRAPPIST-1e",3,0,2,1,0.666666666666667,2,1,1,1,0,0,NA,0,0,NA,0,0,NA,1,0,0
"F/103/P","P","F",103,476,"0476_02","Mars",TRUE,"TRAPPIST-1e",27,FALSE,0,0,0,0,0,"Book Chiff",TRUE,TRUE,2,0,FALSE,"Chiff",TRUE,3,0,1,2,1,"F/103/P",3,1,2,"Mars","TRAPPIST-1e",3,0,2,1,0.666666666666667,2,1,1,1,0,0,NA,0,0,NA,0,0,NA,1,0,0
"F/103/S","S","F",103,560,"0560_03","Earth",FALSE,"TRAPPIST-1e",44,FALSE,1440,293,74,32,0,"Annah Josey",TRUE,TRUE,3,1839,TRUE,"Josey",TRUE,3,0,2,2,1,"G/81/S",2,1,2,"Earth","TRAPPIST-1e",1,0,1,0,1,0,3,2,0.666666666666667,0,0,NA,1,0,0,0,0,NA,0,0,NA
"F/1030/P","P","F",1030,5059,"5059_01","Earth",FALSE,"55 Cancri e",21,FALSE,639,0,0,0,0,"Nancis Ryanga",FALSE,TRUE,1,639,TRUE,"Ryanga",TRUE,1,0,1,0,1,"F/1030/P",1,1,1,"Earth","55 Cancri e",1,0,0,1,0,0,1,0,0,0,0,NA,0,0,NA,0,0,NA,1,1,1
"F/1030/S","S","F",1030,5379,"5379_01","Earth",FALSE,"TRAPPIST-1e",42,FALSE,0,0,8,3409,0,"Kyley Meyersones",FALSE,TRUE,1,3417,TRUE,"Meyersones",TRUE,1,0,1,0,1,"F/1030/S",1,1,1,"Earth","TRAPPIST-1e",1,0,0,1,0,0,1,0,0,0,0,NA,1,1,1,0,0,NA,0,0,NA
"F/1031/P","P","F",1031,5066,"5066_01","Earth",FALSE,"TRAPPIST-1e",15,FALSE,0,43,2837,6,140,"Millie Kinson",NA,FALSE,1,3026,TRUE,"Kinson",FALSE,1,0,1,0,0,"F/1031/P",1,1,1,"Earth","TRAPPIST-1e",1,1,0,0,NA,0,0,0,NA,0,0,NA,1,0,0,1,1,1,1,0,0
"F/1031/S","S","F",1031,5381,"5381_01","Mars",FALSE,"TRAPPIST-1e",26,FALSE,766,0,145,1284,170,"Sal Bara",NA,FALSE,1,2365,TRUE,"Bara",FALSE,1,0,1,0,0,"F/1031/S",1,1,1,"Mars","TRAPPIST-1e",1,1,0,0,NA,0,0,0,NA,1,1,1,1,0,0,0,0,NA,1,0,0
"F/1032/P","P","F",1032,5071,"5071_01","Earth",FALSE,"TRAPPIST-1e",41,FALSE,NA,1478,0,NA,3,"Stance Keithunts",NA,FALSE,1,1481,TRUE,"Keithunts",FALSE,1,0,1,0,0,"F/1032/P",1,1,1,"Earth","TRAPPIST-1e",1,1,0,0,NA,0,1,1,1,1,1,1,0,0,NA,0,0,NA,0,0,NA
"F/1032/S","S","F",1032,5390,"5390_03","Earth",FALSE,"TRAPPIST-1e",48,FALSE,83,110,0,690,8,"Brank Owerson",TRUE,TRUE,3,891,TRUE,"Owerson",TRUE,3,0,2,3,0,"G/872/S",2,1,2,"Earth","TRAPPIST-1e",1,0,1,0,1,0,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA
"F/1033/P","P","F",1033,5073,"5073_01","Mars",TRUE,"55 Cancri e",27,FALSE,0,0,0,0,0,"Vere Frité",TRUE,TRUE,1,0,FALSE,"Frité",TRUE,1,0,1,1,0,"F/1033/P",1,1,1,"Mars","55 Cancri e",1,0,1,0,1,1,0,0,NA,0,0,NA,0,0,NA,1,0,0,1,1,1
"F/1033/S","S","F",1033,5399,"5399_01","Earth",FALSE,"TRAPPIST-1e",20,FALSE,0,50,50,1179,3,"Gailya Burnerez",NA,FALSE,1,1282,TRUE,"Burnerez",FALSE,1,0,1,0,0,"F/1033/S",1,1,1,"Earth","TRAPPIST-1e",1,1,0,0,NA,0,1,1,1,1,0,0,1,1,1,0,0,NA,0,0,NA
"F/1034/P","P","F",1034,5077,"5077_01","Mars",FALSE,"TRAPPIST-1e",26,FALSE,830,33,1030,3,29,"Beris Tirt",NA,FALSE,1,1925,TRUE,"Tirt",FALSE,1,0,1,0,0,"F/1034/P",1,1,1,"Mars","TRAPPIST-1e",1,1,0,0,NA,0,1,0,0,0,0,NA,1,1,1,1,0,0,0,0,NA
"F/1034/S","S","F",1034,5402,"5402_01","Mars",FALSE,"TRAPPIST-1e",40,NA,1269,0,75,0,4,"Cupers Erpie",FALSE,TRUE,1,1348,TRUE,"Erpie",TRUE,1,0,1,0,1,"F/1034/S",1,1,1,"Mars","TRAPPIST-1e",1,0,0,1,0,0,0,0,NA,1,0,0,0,0,NA,0,0,NA,1,1,1
"F/1035/P","P","F",1035,5081,"5081_01","Earth",FALSE,"TRAPPIST-1e",19,FALSE,1171,1460,0,36,0,"Deandy Gamberson",NA,FALSE,1,2667,TRUE,"Gamberson",FALSE,1,0,1,0,0,"F/1035/P",1,1,1,"Earth","TRAPPIST-1e",1,1,0,0,NA,0,1,0,0,1,0,0,0,0,NA,1,1,1,1,0,0
"F/1035/S","S","F",1035,5406,"5406_01","Earth",FALSE,"PSO J318.5-22",22,FALSE,2,46,0,483,67,"Shally Langatein",FALSE,TRUE,1,598,TRUE,"Langatein",TRUE,1,0,1,0,1,"F/1035/S",1,1,1,"Earth","PSO J318.5-22",1,0,0,1,0,0,0,0,NA,1,1,1,1,0,0,1,0,0,0,0,NA
"F/1036/P","P","F",1036,5087,"5087_01","Mars",FALSE,"TRAPPIST-1e",44,FALSE,2575,3,20,0,NA,"Sunk Birt",FALSE,TRUE,1,2598,TRUE,"Birt",TRUE,1,0,1,0,1,"F/1036/P",1,1,1,"Mars","TRAPPIST-1e",1,0,0,1,0,0,1,1,1,0,0,NA,0,0,NA,1,0,0,1,0,0
"F/1036/S","S","F",1036,5420,"5420_01","Earth",FALSE,"TRAPPIST-1e",39,FALSE,0,829,0,1,0,"Gayla Merrelliss",TRUE,TRUE,1,830,TRUE,"Merrelliss",TRUE,1,0,1,1,0,"F/1036/S",1,1,1,"Earth","TRAPPIST-1e",1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,NA,0,0,NA
"F/1037/P","P","F",1037,5094,"5094_02","Earth",FALSE,"55 Cancri e",20,FALSE,0,68,31,167,381,"Lilly Rilley",NA,FALSE,2,647,TRUE,"Rilley",FALSE,2,0,2,0,0,"F/1037/P",1,1,2,"Earth","55 Cancri e",1,1,0,0,NA,0,1,0,0,1,1,1,1,0,0,0,0,NA,1,1,1
"F/1037/S","S","F",1037,5425,"5425_01","Earth",FALSE,"PSO J318.5-22",24,FALSE,1,0,11,0,734,NA,FALSE,TRUE,1,746,TRUE,NA,TRUE,1,0,1,0,1,"F/1037/S",1,1,1,"Earth","PSO J318.5-22",1,0,0,1,0,0,0,0,NA,0,0,NA,1,1,1,1,1,1,1,0,0
"F/1038/P","P","F",1038,5095,"5095_01","Mars",TRUE,"TRAPPIST-1e",61,FALSE,0,0,0,0,0,"Coate Snoff",TRUE,TRUE,1,0,FALSE,"Snoff",TRUE,1,0,1,1,0,"F/1038/P",1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,1,1,0,0,NA,1,1,1,0,0,NA,0,0,NA,1,0,0
"F/1038/S","S","F",1038,5426,"5426_01","Earth",FALSE,"TRAPPIST-1e",35,FALSE,91,1797,123,0,163,"Jone Holton",NA,FALSE,1,2174,TRUE,"Holton",FALSE,1,0,1,0,0,"F/1038/S",1,1,1,"Earth","TRAPPIST-1e",1,1,0,0,NA,0,1,1,1,0,0,NA,1,0,0,1,1,1,0,0,NA
"F/1039/P","P","F",1039,5097,"5097_03","Earth",FALSE,"55 Cancri e",51,FALSE,6,0,706,0,0,"Eulahy Peterstarks",TRUE,TRUE,3,712,TRUE,"Peterstarks",TRUE,3,0,2,3,0,"G/823/P",2,1,2,"Earth","55 Cancri e",1,0,1,0,1,0,0,0,NA,0,0,NA,1,1,1,0,0,NA,0,0,NA
"F/1039/S","S","F",1039,5428,"5428_02","Earth",TRUE,"TRAPPIST-1e",16,FALSE,0,0,0,0,0,"Loria Huntt",NA,FALSE,2,0,FALSE,"Huntt",FALSE,2,1,1,0,0,"F/1039/S",1,1,1,"Earth","TRAPPIST-1e",2,2,0,0,NA,1,1,1,1,0,0,NA,0,0,NA,0,0,NA,1,1,1
"F/1039/S","S","F",1039,5428,"5428_01","Earth",FALSE,"TRAPPIST-1e",16,FALSE,444,0,1,231,84,"Kylen Huntt",NA,FALSE,1,760,TRUE,"Huntt",FALSE,2,1,1,0,0,"F/1039/S",1,1,1,"Earth","TRAPPIST-1e",2,2,0,0,NA,1,1,1,1,0,0,NA,0,0,NA,0,0,NA,1,1,1
"F/104/P","P","F",104,484,"0484_01","Mars",TRUE,"55 Cancri e",53,FALSE,0,0,0,0,0,"Eles Hotty",NA,FALSE,1,0,FALSE,"Hotty",FALSE,1,0,1,0,0,"F/104/P",1,1,1,"Mars","55 Cancri e",1,1,0,0,NA,1,0,0,NA,0,0,NA,3,2,0.666666666666667,1,0,0,1,1,1
"F/104/S","S","F",104,562,"0562_01","Mars",FALSE,"TRAPPIST-1e",27,FALSE,286,0,1023,0,0,"Bases Shcad",NA,FALSE,1,1309,TRUE,"Shcad",FALSE,2,0,1,0,0,"F/104/S",2,1,1,"Mars","TRAPPIST-1e",2,2,0,0,NA,1,0,0,NA,1,0,0,1,1,1,0,0,NA,3,2,0.666666666666667
"F/104/S","S","F",104,562,"0562_02","Mars",TRUE,"TRAPPIST-1e",13,FALSE,0,0,0,0,0,"Sex Shcad",NA,FALSE,2,0,FALSE,"Shcad",FALSE,2,0,1,0,0,"F/104/S",2,1,1,"Mars","TRAPPIST-1e",2,2,0,0,NA,1,0,0,NA,1,0,0,1,1,1,0,0,NA,3,2,0.666666666666667
"F/1040/P","P","F",1040,5099,"5099_01","Earth",FALSE,"TRAPPIST-1e",20,FALSE,1330,0,NA,0,49,"Brie Alldson",NA,FALSE,1,1379,TRUE,"Alldson",FALSE,1,0,1,0,0,"F/1040/P",1,1,1,"Earth","TRAPPIST-1e",1,1,0,0,NA,0,0,0,NA,0,0,NA,1,1,1,2,0,0,0,0,NA
"F/1040/S","S","F",1040,5439,"5439_01","Mars",FALSE,"TRAPPIST-1e",22,FALSE,1301,0,545,0,8,"Frunch Watte",NA,FALSE,1,1854,TRUE,"Watte",FALSE,1,0,1,0,0,"F/1040/S",1,1,1,"Mars","TRAPPIST-1e",1,1,0,0,NA,0,0,0,NA,2,0,0,0,0,NA,0,0,NA,1,1,1
"F/1041/P","P","F",1041,5102,"5102_01","Earth",FALSE,"PSO J318.5-22",28,FALSE,0,0,3,654,0,"Gaylah Andackson",NA,FALSE,1,657,TRUE,"Andackson",FALSE,1,0,1,0,0,"F/1041/P",1,1,1,"Earth","PSO J318.5-22",1,1,0,0,NA,0,2,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"F/1041/S","S","F",1041,5440,"5440_02","Earth",FALSE,"55 Cancri e",30,FALSE,0,59,18,639,0,"Crisey Beckeey",FALSE,TRUE,2,716,TRUE,"Beckeey",TRUE,3,0,2,1,2,"F/1041/S",2,1,2,"Earth","TRAPPIST-1e",2,0,0,2,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"F/1041/S","S","F",1041,5440,"5440_03","Earth",FALSE,"TRAPPIST-1e",27,FALSE,1109,0,0,0,0,"Briney Beckeey",FALSE,TRUE,3,1109,TRUE,"Beckeey",TRUE,3,0,2,1,2,"F/1041/S",2,1,2,"Earth","TRAPPIST-1e",2,0,0,2,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"F/1042/P","P","F",1042,5107,"5107_01","Earth",FALSE,"TRAPPIST-1e",33,FALSE,1449,0,0,0,0,"Winia Lerez",NA,FALSE,1,1449,TRUE,"Lerez",FALSE,1,0,1,0,0,"F/1042/P",1,1,1,"Earth","TRAPPIST-1e",1,1,0,0,NA,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,2,0,0
"F/1042/S","S","F",1042,5442,"5442_01","Earth",FALSE,"TRAPPIST-1e",48,FALSE,0,79,0,4,1366,"Julion Sextones",NA,FALSE,1,1449,TRUE,"Sextones",FALSE,1,0,1,0,0,"F/1042/S",1,1,1,"Earth","TRAPPIST-1e",1,1,0,0,NA,0,0,0,NA,0,0,NA,2,0,0,0,0,NA,0,0,NA
"F/1043/P","P","F",1043,5123,"5123_01","Earth",FALSE,"PSO J318.5-22",21,FALSE,742,0,15,0,0,"Chesty Deckerry",NA,FALSE,1,757,TRUE,"Deckerry",FALSE,1,0,1,0,0,"F/1043/P",1,1,1,"Earth","PSO J318.5-22",1,1,0,0,NA,0,0,0,NA,1,0,0,0,0,NA,1,0,0,0,0,NA
"F/1043/S","S","F",1043,5444,"5444_01","Earth",FALSE,"55 Cancri e",20,FALSE,557,164,1,0,0,"Samie Halexandez",NA,FALSE,1,722,TRUE,"Halexandez",FALSE,1,0,1,0,0,"F/1043/S",1,1,1,"Earth","55 Cancri e",1,1,0,0,NA,0,0,0,NA,1,0,0,0,0,NA,1,0,0,0,0,NA
"F/1044/P","P","F",1044,5124,"5124_01","Earth",FALSE,NA,41,FALSE,256,109,0,340,0,"Kimmie Greeves",FALSE,TRUE,1,705,TRUE,"Greeves",TRUE,1,0,1,0,1,"F/1044/P",1,1,1,"Earth",NA,1,0,0,1,0,0,1,0,0,2,1,0.5,0,0,NA,1,1,1,0,0,NA
"F/1044/S","S","F",1044,5453,"5453_01","Earth",FALSE,"55 Cancri e",28,FALSE,0,9,0,1114,5,"Elson Gallencis",FALSE,TRUE,1,1128,TRUE,"Gallencis",TRUE,1,0,1,0,1,"F/1044/S",1,1,1,"Earth","55 Cancri e",1,0,0,1,0,0,1,0,0,1,1,1,0,0,NA,2,1,0.5,0,0,NA
"F/1045/P","P","F",1045,5128,"5128_02","Mars",FALSE,"TRAPPIST-1e",21,FALSE,0,1,2832,0,0,"Frus Frazo",TRUE,TRUE,2,2833,TRUE,"Frazo",TRUE,2,0,1,1,1,"F/1045/P",2,1,1,"Mars","TRAPPIST-1e",2,0,1,1,0.5,0,1,1,1,4,0,0,1,0,0,1,0,0,1,0,0
"F/1045/P","P","F",1045,5128,"5128_01","Mars",FALSE,"TRAPPIST-1e",65,FALSE,56,0,1081,21,0,"Forn Frazo",FALSE,TRUE,1,1158,TRUE,"Frazo",TRUE,2,0,1,1,1,"F/1045/P",2,1,1,"Mars","TRAPPIST-1e",2,0,1,1,0.5,0,1,1,1,4,0,0,1,0,0,1,0,0,1,0,0
"F/1045/S","S","F",1045,5463,"5463_01","Earth",FALSE,"TRAPPIST-1e",21,FALSE,724,0,0,0,0,"Laude Balderts",TRUE,TRUE,1,724,TRUE,"Balderts",TRUE,1,0,1,1,0,"F/1045/S",1,1,1,"Earth","TRAPPIST-1e",1,0,1,0,1,0,2,1,0.5,1,0,0,1,0,0,4,0,0,1,0,0
"F/1046/P","P","F",1046,5133,"5133_07","Earth",FALSE,"TRAPPIST-1e",26,FALSE,1528,1,0,0,0,NA,FALSE,TRUE,7,1529,TRUE,NA,TRUE,8,0,2,3,5,"F/1046/P",4,1,3,"Earth","55 Cancri e",4,0,0,4,0,0,1,0,0,0,0,NA,2,1,0.5,1,1,1,1,1,1
"F/1046/P","P","F",1046,5133,"5133_08","Earth",FALSE,"TRAPPIST-1e",35,FALSE,0,116,51,0,701,"Lawren Josey",FALSE,TRUE,8,868,TRUE,"Josey",TRUE,8,0,2,3,5,"F/1046/P",4,1,3,"Earth","55 Cancri e",4,0,0,4,0,0,1,0,0,0,0,NA,2,1,0.5,1,1,1,1,1,1
"F/1046/P","P","F",1046,5133,"5133_05","Earth",FALSE,"TRAPPIST-1e",26,FALSE,0,910,13,10,15,"Lynnon Pugherman",FALSE,TRUE,5,948,TRUE,"Pugherman",TRUE,8,0,2,3,5,"F/1046/P",4,1,3,"Earth","55 Cancri e",4,0,0,4,0,0,1,0,0,0,0,NA,2,1,0.5,1,1,1,1,1,1
"F/1046/P","P","F",1046,5133,"5133_04","Earth",FALSE,"55 Cancri e",19,FALSE,107,0,505,48,0,"Done Litthews",FALSE,TRUE,4,660,TRUE,"Litthews",TRUE,8,0,2,3,5,"F/1046/P",4,1,3,"Earth","55 Cancri e",4,0,0,4,0,0,1,0,0,0,0,NA,2,1,0.5,1,1,1,1,1,1
"F/1046/S","S","F",1046,5467,"5467_01","Earth",FALSE,"TRAPPIST-1e",31,FALSE,2703,21,0,0,1,"Evenna Garden",FALSE,TRUE,1,2725,TRUE,"Garden",TRUE,1,0,1,0,1,"F/1046/S",1,1,1,"Earth","TRAPPIST-1e",1,0,0,1,0,0,4,0,0,1,1,1,1,1,1,0,0,NA,2,1,0.5
"F/1047/P","P","F",1047,5135,"5135_01","Earth",FALSE,"TRAPPIST-1e",27,FALSE,0,0,70,2026,13,"Herina Willynnedy",NA,FALSE,1,2109,TRUE,"Willynnedy",FALSE,1,0,1,0,0,"F/1047/P",1,1,1,"Earth","TRAPPIST-1e",1,1,0,0,NA,0,1,1,1,0,0,NA,4,0,0,1,0,0,1,0,0
"F/1047/S","S","F",1047,5472,"5472_01","Earth",FALSE,"PSO J318.5-22",37,FALSE,0,0,559,11,0,"Jacque Andley",TRUE,TRUE,1,570,TRUE,"Andley",TRUE,1,0,1,1,0,"F/1047/S",1,1,1,"Earth","PSO J318.5-22",1,0,1,0,1,0,0,0,NA,1,0,0,1,0,0,0,0,NA,4,0,0
"F/1048/P","P","F",1048,5139,"5139_01","Earth",FALSE,"55 Cancri e",18,FALSE,231,508,594,0,585,"Bonya Goodson",NA,FALSE,1,1918,TRUE,"Goodson",FALSE,1,0,1,0,0,"F/1048/P",1,1,1,"Earth","55 Cancri e",1,1,0,0,NA,0,1,0,0,0,0,NA,0,0,NA,0,0,NA,1,1,1
"F/1048/S","S","F",1048,5478,"5478_01","Mars",FALSE,"TRAPPIST-1e",29,FALSE,518,0,10,1245,0,"Hocorz Prity",FALSE,TRUE,1,1773,TRUE,"Prity",TRUE,1,0,1,0,1,"F/1048/S",1,1,1,"Mars","TRAPPIST-1e",1,0,0,1,0,0,0,0,NA,0,0,NA,1,1,1,0,0,NA,0,0,NA
"F/1049/P","P","F",1049,5141,"5141_01","Mars",TRUE,"TRAPPIST-1e",20,FALSE,0,0,0,0,0,"Anack Gene",NA,FALSE,1,0,FALSE,"Gene",FALSE,1,0,1,0,0,"F/1049/P",1,1,1,"Mars","TRAPPIST-1e",1,1,0,0,NA,1,0,0,NA,4,3,0.75,0,0,NA,1,1,1,1,0,0
"F/1049/S","S","F",1049,5482,"5482_02","Earth",FALSE,"TRAPPIST-1e",37,FALSE,867,6,0,0,0,NA,NA,FALSE,2,873,TRUE,NA,FALSE,2,0,2,0,0,"E/354/S",1,1,2,"Earth","55 Cancri e",1,1,0,0,NA,0,0,0,NA,1,1,1,1,0,0,4,3,0.75,0,0,NA
"F/105/P","P","F",105,489,"0489_02","Mars",TRUE,"TRAPPIST-1e",18,FALSE,0,0,0,0,0,"Rios Knike",NA,FALSE,2,0,FALSE,"Knike",FALSE,2,0,2,0,0,"E/31/P",1,1,1,"Mars","TRAPPIST-1e",1,1,0,0,NA,1,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,NA
"F/105/S","S","F",105,572,"0572_01","Earth",FALSE,"TRAPPIST-1e",19,FALSE,1911,0,21,854,0,"Lesley Lamberguson",FALSE,TRUE,1,2786,TRUE,"Lamberguson",TRUE,1,0,1,0,1,"F/105/S",1,1,1,"Earth","TRAPPIST-1e",1,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,0,0,NA
"F/1050/P","P","F",1050,5142,"5142_03","Mars",TRUE,"TRAPPIST-1e",21,FALSE,0,0,0,0,0,"Mark Cre",TRUE,TRUE,3,0,FALSE,"Cre",TRUE,4,0,1,3,1,"F/1050/P",4,1,1,"Mars","TRAPPIST-1e",4,0,3,1,0.75,1,1,1,1,1,0,0,0,0,NA,0,0,NA,0,0,NA
"F/1050/P","P","F",1050,5142,"5142_04","Mars",FALSE,"TRAPPIST-1e",4,FALSE,0,0,0,0,0,"Toisps Prin",TRUE,TRUE,4,0,FALSE,"Prin",TRUE,4,0,1,3,1,"F/1050/P",4,1,1,"Mars","TRAPPIST-1e",4,0,3,1,0.75,1,1,1,1,1,0,0,0,0,NA,0,0,NA,0,0,NA
"F/1050/P","P","F",1050,5142,"5142_01","Mars",FALSE,"TRAPPIST-1e",4,FALSE,0,0,0,0,0,"Kies Cre",TRUE,TRUE,1,0,FALSE,"Cre",TRUE,4,0,1,3,1,"F/1050/P",4,1,1,"Mars","TRAPPIST-1e",4,0,3,1,0.75,1,1,1,1,1,0,0,0,0,NA,0,0,NA,0,0,NA
"F/1050/P","P","F",1050,5142,"5142_02","Mars",FALSE,"TRAPPIST-1e",20,FALSE,859,3,0,939,0,"Bler Cre",FALSE,TRUE,2,1801,TRUE,"Cre",TRUE,4,0,1,3,1,"F/1050/P",4,1,1,"Mars","TRAPPIST-1e",4,0,3,1,0.75,1,1,1,1,1,0,0,0,0,NA,0,0,NA,0,0,NA
"F/1050/S","S","F",1050,5484,"5484_01","Mars",TRUE,"55 Cancri e",45,FALSE,0,0,0,0,0,"Masal Monie",TRUE,TRUE,1,0,FALSE,"Monie",TRUE,1,0,1,1,0,"F/1050/S",1,1,1,"Mars","55 Cancri e",1,0,1,0,1,1,4,3,0.75,0,0,NA,0,0,NA,1,0,0,0,0,NA
"F/1051/P","P","F",1051,5148,"5148_01","Earth",FALSE,"TRAPPIST-1e",13,FALSE,0,63,54,20,916,"Garyan Canields",FALSE,TRUE,1,1053,TRUE,"Canields",TRUE,2,0,2,1,1,"F/1051/P",1,1,1,"Earth","TRAPPIST-1e",1,0,0,1,0,0,0,0,NA,1,1,1,4,3,0.75,1,0,0,1,1,1
"F/1051/S","S","F",1051,5486,"5486_01","Mars",FALSE,NA,51,FALSE,29,0,1789,2,0,"Phams Sueke",NA,FALSE,1,1820,TRUE,"Sueke",FALSE,1,0,1,0,0,"F/1051/S",1,1,1,"Mars",NA,1,1,0,0,NA,0,1,0,0,1,0,0,1,1,1,1,1,1,4,3,0.75
"F/1052/P","P","F",1052,5151,"5151_01","Mars",TRUE,"TRAPPIST-1e",14,FALSE,0,0,0,0,0,"Flark Cotik",TRUE,TRUE,1,0,FALSE,"Cotik",TRUE,1,0,1,1,0,"F/1052/P",1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,1,1,1,0,0,0,0,NA,1,0,0,1,1,1,0,0,NA
