"Age","CabinNumCryo","CabinSize","CryoSleep","Deck","Destination","FoodCourt","GID","GroupSize","HasSpent","HomePlanet","IID","Num","RoomService","ShoppingMall","Side","Spa","Spending","VIP","VRDeck","Transported","Cabin","PassengerId","Name","Train","LastName","GroupTrain","GroupNumCabinsNA","GroupNumCabins","GroupNumTransported","GroupNumNotTransported","GroupCabinMode","GroupNumInCabinMode","GroupNumHomePlanets","GroupNumDestinations","GroupHomePlanetMode","GroupDestinationMode","CabinNumNATransported","CabinNumTransported","CabinNumNotTransported","CabinTransportedPct","SideNeighbors","SideNeighborsTransported","SideNeighborsTransportedPct","FrontNeighbors","FrontNeighborsTransported","FrontNeighborsTransportedPct","BackNeighbors","BackNeighborsTransported","BackNeighborsTransportedPct","DiagFrontNeighbors","DiagFrontNeighborsTransported","DiagFrontNeighborsTransportedPct","DiagBackNeighbors","DiagBackNeighborsTransported","DiagBackNeighborsTransportedPct"
20,1,3,"TRUE","F","TRAPPIST-1e",0,3688,3,FALSE,"Mars",3,697,0,0,"S",0,0,"FALSE",0,"TRUE","F/697/S","3688_03","Donut Onbre","TRUE","Onbre","TRUE",0,1,3,0,"F/697/S",3,1,2,"Mars","TRAPPIST-1e",0,3,0,1,1,0,0,0,0,NA,1,0,0,1,0,0,1,0,0
35,0,1,"FALSE","F","55 Cancri e",0,3383,1,TRUE,"Earth",1,698,1,37,"P",719,757,"FALSE",0,"FALSE","F/698/P","3383_01","Benry Farleyatton","TRUE","Farleyatton","TRUE",0,1,0,1,"F/698/P",1,1,1,"Earth","55 Cancri e",0,0,1,0,0,0,NA,1,0,0,1,0,0,1,0,0,3,3,1
32.4908637708965,0,1,"FALSE","F","TRAPPIST-1e",766,3689,1,TRUE,"Mars",1,698,1110,0,"S",0,1876,"FALSE",0,"FALSE","F/698/S","3689_01","Latsts Ruica","FALSE","Ruica","FALSE",0,1,0,0,"F/698/S",1,1,1,"Mars","TRAPPIST-1e",1,0,0,NA,1,0,0,1,0,0,3,3,1,1,0,0,1,0,0
18,0,1,"FALSE","F","TRAPPIST-1e",56,3384,3,TRUE,"Earth",1,699,1,0,"P",602,864,"FALSE",205,"FALSE","F/699/P","3384_01","Harlen Gilesonston","TRUE","Gilesonston","TRUE",0,3,1,2,"E/207/P",1,1,2,"Earth","TRAPPIST-1e",0,0,1,0,1,0,0,1,1,1,1,0,0,3,2,0.666666666666667,0,0,NA
21,0,1,"FALSE","F","TRAPPIST-1e",235,3704,1,TRUE,"Earth",1,699,120,0,"S",282.914122804654,637.914122804654,"FALSE",0,"FALSE","F/699/S","3704_01","Dia Loway","TRUE","Loway","TRUE",0,1,0,1,"F/699/S",1,1,1,"Earth","TRAPPIST-1e",0,0,1,0,1,0,0,3,2,0.666666666666667,0,0,NA,1,1,1,1,0,0
31,0,1,"FALSE","F","TRAPPIST-1e",1615,27,1,TRUE,"Earth",1,7,0,263,"P",113,2051,"FALSE",60,"TRUE","F/7/P","0027_01","Karlen Ricks","FALSE","Ricks","FALSE",0,1,0,0,"F/7/P",1,1,1,"Earth","TRAPPIST-1e",1,0,0,NA,0,0,NA,1,0,0,1,0,0,1,0,0,1,0,0
24,0,1,"FALSE","F","55 Cancri e",639,33,1,TRUE,"Earth",1,7,0,0,"S",0,639,"FALSE",0,"TRUE","F/7/S","0033_01","Eliana Delazarson","FALSE","Delazarson","FALSE",0,1,0,0,"F/7/S",1,1,1,"Earth","55 Cancri e",1,0,0,NA,0,0,NA,1,0,0,1,0,0,1,0,0,1,0,0
26,0,1,"FALSE","F","TRAPPIST-1e",183,406,1,TRUE,"Earth",1,70,708,10,"S",0,901,"FALSE",0,"FALSE","F/70/S","0406_01","Ryany Prinson","FALSE","Prinson","FALSE",0,1,0,0,"F/70/S",1,1,1,"Earth","TRAPPIST-1e",1,0,0,NA,0,0,0,1,0,0,1,1,1,0,0,NA,0,0,NA
19,0,1,"FALSE","F","PSO J318.5-22",463,3394,1,TRUE,"Earth",1,700,0,269,"P",0,736,"FALSE",4,"TRUE","F/700/P","3394_01","Jasony Klindsayer","TRUE","Klindsayer","TRUE",0,1,1,0,"F/700/P",1,1,1,"Earth","PSO J318.5-22",0,1,0,1,3,2,0.666666666666667,1,0,0,1,0,0,0,0,NA,1,0,0
9,2,3,"TRUE","F","TRAPPIST-1e",0,3711,3,FALSE,"Mars",3,700,0,0,"S",0,0,"FALSE",0,"TRUE","F/700/S","3711_03","Nios Quart","TRUE","Quart","TRUE",0,1,2,1,"F/700/S",3,1,1,"Mars","TRAPPIST-1e",0,2,1,0.666666666666667,1,1,1,0,0,NA,1,0,0,1,0,0,1,0,0
31,2,3,"FALSE","F","TRAPPIST-1e",0,3711,3,TRUE,"Mars",2,700,3471,232,"S",0,3703,"FALSE",0,"FALSE","F/700/S","3711_02","Poot Quart","TRUE","Quart","TRUE",0,1,2,1,"F/700/S",3,1,1,"Mars","TRAPPIST-1e",0,2,1,0.666666666666667,1,1,1,0,0,NA,1,0,0,1,0,0,1,0,0
40,2,3,"TRUE","F","TRAPPIST-1e",0,3711,3,FALSE,"Mars",1,700,0,0,"S",0,0,"FALSE",0,"TRUE","F/700/S","3711_01","Coyal Quart","TRUE","Quart","TRUE",0,1,2,1,"F/700/S",3,1,1,"Mars","TRAPPIST-1e",0,2,1,0.666666666666667,1,1,1,0,0,NA,1,0,0,1,0,0,1,0,0
19,0,1,"FALSE","F","TRAPPIST-1e",0,3409,1,TRUE,"Earth",1,701,90,0,"P",74,759,"FALSE",595,"FALSE","F/701/P","3409_01","Felice Wheelez","TRUE","Wheelez","TRUE",0,1,0,1,"F/701/P",1,1,1,"Earth","TRAPPIST-1e",0,0,1,0,0,0,NA,1,0,0,1,1,1,1,0,0,3,2,0.666666666666667
14,0,1,"FALSE","F","TRAPPIST-1e",853,3712,5,TRUE,"Earth",4,701,0,0,"S",11,864,"FALSE",0,"TRUE","F/701/S","3712_04","Kayne Blacks","FALSE","Blacks","FALSE",1,2,0,0,"G/606/S",3,1,3,"Earth","55 Cancri e",1,0,0,NA,1,0,0,1,0,0,3,2,0.666666666666667,1,0,0,1,1,1
39,0,1,"FALSE","F","TRAPPIST-1e",178,3415,1,TRUE,"Earth",1,702,505,181,"P",0,864,"FALSE",0,"FALSE","F/702/P","3415_01","Lilace Bakerrison","TRUE","Bakerrison","TRUE",0,1,0,1,"F/702/P",1,1,1,"Earth","TRAPPIST-1e",0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,NA,0,0,NA
45,0,1,"FALSE","F","TRAPPIST-1e",1652,3714,2,TRUE,"Mars",1,702,48,761,"S",138,2599,"FALSE",0,"FALSE","F/702/S","3714_01","All Harta","TRUE","Harta","TRUE",0,2,0,2,"D/116/S",1,1,2,"Mars","PSO J318.5-22",0,0,1,0,1,0,0,0,0,NA,0,0,NA,1,1,1,1,0,0
28,0,1,"FALSE","F","TRAPPIST-1e",1376,3417,1,TRUE,"Earth",1,703,0,4,"P",0,1380,"FALSE",0,"TRUE","F/703/P","3417_01","Denis Fisheparks","TRUE","Fisheparks","TRUE",0,1,1,0,"F/703/P",1,1,1,"Earth","TRAPPIST-1e",0,1,0,1,0,0,NA,1,0,0,1,0,0,2,1,0.5,1,0,0
21,1,1,"TRUE","F","TRAPPIST-1e",0,3718,1,FALSE,"Mars",1,703,0,0,"S",0,0,"FALSE",0,"TRUE","F/703/S","3718_01","Anams Quith","FALSE","Quith","FALSE",0,1,0,0,"F/703/S",1,1,1,"Mars","TRAPPIST-1e",1,0,0,NA,1,1,1,2,1,0.5,1,0,0,1,0,0,1,0,0
40,0,1,"FALSE","F","PSO J318.5-22",0,3421,1,TRUE,"Earth",1,704,15,0,"P",670,714.913040355453,"FALSE",29.9130403554528,"FALSE","F/704/P","3421_01","Lardy Burrilllins","TRUE","Burrilllins","TRUE",0,1,0,1,"F/704/P",1,1,1,"Earth","PSO J318.5-22",0,0,1,0,2,1,0.5,1,1,1,1,1,1,0,0,NA,0,0,NA
28,1,2,"FALSE","F","TRAPPIST-1e",0,3719,2,TRUE,"Mars",1,704,1193,2509,"S",0,3702,"TRUE",0,"FALSE","F/704/S","3719_01","Spros Mone","TRUE","Mone","TRUE",1,1,1,1,"F/704/S",1,1,1,"Mars","TRAPPIST-1e",0,1,1,0.5,1,0,0,0,0,NA,0,0,NA,1,1,1,1,1,1
45,1,2,"TRUE","F","TRAPPIST-1e",0,3719,2,FALSE,"Mars",2,704,0,0,"S",0,0,"FALSE",0,"TRUE","F/704/S","3719_02","Gocock Mone","TRUE","Mone","TRUE",1,1,1,1,"F/704/S",1,1,1,"Mars","TRAPPIST-1e",0,1,1,0.5,1,0,0,0,0,NA,0,0,NA,1,1,1,1,1,1
31.3530811996205,1,1,"TRUE","F","TRAPPIST-1e",0,3431,1,FALSE,"Mars",1,705,0,0,"P",0,0,"FALSE",0,"TRUE","F/705/P","3431_01","Tig Datte","TRUE","Datte","TRUE",0,1,1,0,"F/705/P",1,1,1,"Mars","TRAPPIST-1e",0,1,0,1,0,0,NA,1,0,0,1,0,0,0,0,NA,2,1,0.5
32,2,3,"TRUE","F","TRAPPIST-1e",0,3720,3,FALSE,"Mars",1,705,0,0,"S",0,0,"FALSE",0,"TRUE","F/705/S","3720_01","Bakix Purte","FALSE","Purte","FALSE",0,1,0,0,"F/705/S",3,1,1,"Mars","TRAPPIST-1e",3,0,0,NA,1,1,1,0,0,NA,2,1,0.5,1,0,0,1,0,0
19,2,3,"TRUE","F","TRAPPIST-1e",0,3720,3,FALSE,"Mars",3,705,0,0,"S",0,0,"FALSE",0,"TRUE","F/705/S","3720_03","Oakes Purte","FALSE","Purte","FALSE",0,1,0,0,"F/705/S",3,1,1,"Mars","TRAPPIST-1e",3,0,0,NA,1,1,1,0,0,NA,2,1,0.5,1,0,0,1,0,0
4,2,3,"FALSE","F","TRAPPIST-1e",0,3720,3,FALSE,"Mars",2,705,0,0,"S",0,0,"FALSE",0,"TRUE","F/705/S","3720_02","Kohs Purte","FALSE","Purte","FALSE",0,1,0,0,"F/705/S",3,1,1,"Mars","TRAPPIST-1e",3,0,0,NA,1,1,1,0,0,NA,2,1,0.5,1,0,0,1,0,0
23,0,1,"FALSE","F","PSO J318.5-22",0,3432,1,TRUE,"Earth",1,706,381,137,"P",104,630,"FALSE",8,"FALSE","F/706/P","3432_01","Bettie Miltongson","TRUE","Miltongson","TRUE",0,1,0,1,"F/706/P",1,1,1,"Earth","PSO J318.5-22",0,0,1,0,0,0,NA,1,0,0,1,1,1,1,1,1,0,0,NA
34,0,1,"FALSE","F","TRAPPIST-1e",22,3740,1,TRUE,"Earth",1,706,529,1,"S",0,803,"FALSE",251,"FALSE","F/706/S","3740_01","Danie Vandez","FALSE","Vandez","FALSE",0,1,0,0,"F/706/S",1,1,1,"Earth","TRAPPIST-1e",1,0,0,NA,1,0,0,1,1,1,0,0,NA,1,0,0,1,1,1
24,0,1,"FALSE","F","55 Cancri e",35,3438,2,TRUE,"Earth",2,707,95,1442,"P",0,1572,"FALSE",0,"FALSE","F/707/P","3438_02","Dary Pottney","TRUE","Pottney","TRUE",0,2,1,1,"F/707/P",1,1,2,"Earth","55 Cancri e",0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,NA,0,0,NA
18,1,1,"TRUE","F","TRAPPIST-1e",0,3756,1,FALSE,"Mars",1,707,0,0,"S",0,0,"FALSE",0,"TRUE","F/707/S","3756_01","Blus Snoaf","TRUE","Snoaf","TRUE",0,1,1,0,"F/707/S",1,1,1,"Mars","TRAPPIST-1e",0,1,0,1,1,0,0,0,0,NA,0,0,NA,1,0,0,1,0,0
37,0,1,"FALSE","F","TRAPPIST-1e",0,3442,1,TRUE,"Earth",1,708,503,26,"P",0,645,"FALSE",116,"FALSE","F/708/P","3442_01","Sanney Hornettoney","TRUE","Hornettoney","TRUE",0,1,0,1,"F/708/P",1,1,1,"Earth","TRAPPIST-1e",0,0,1,0,0,0,NA,1,1,1,1,0,0,1,1,1,1,1,1
15,0,1,"FALSE","F","55 Cancri e",0,3763,1,TRUE,"Earth",1,708,0,0,"S",718,718,"FALSE",0,"FALSE","F/708/S","3763_01","Healle Bushafford","FALSE","Bushafford","FALSE",0,1,0,0,"F/708/S",1,1,1,"Earth","55 Cancri e",1,0,0,NA,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
13,1,1,"TRUE","F","TRAPPIST-1e",0,3455,1,FALSE,"Mars",1,709,0,0,"P",0,0,"FALSE",0,"TRUE","F/709/P","3455_01","Cruis Gelte","TRUE","Gelte","TRUE",0,1,1,0,"F/709/P",1,1,1,"Mars","TRAPPIST-1e",0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,NA
24,1,1,"TRUE","F","TRAPPIST-1e",0,3765,1,FALSE,"Mars",1,709,0,0,"S",0,0,"FALSE",0,"TRUE","F/709/S","3765_01","Jayrin Cle","TRUE","Cle","TRUE",0,1,1,0,"F/709/S",1,1,1,"Mars","TRAPPIST-1e",0,1,0,1,1,1,1,1,1,1,0,0,NA,1,1,1,1,0,0
38,0,1,"FALSE","F","TRAPPIST-1e",1252,328,1,TRUE,"Earth",1,71,3,1,"P",0,1256,"FALSE",0,"TRUE","F/71/P","0328_01","Verney Singtons","FALSE","Singtons","FALSE",0,1,0,0,"F/71/P",1,1,1,"Earth","TRAPPIST-1e",1,0,0,NA,1,0,0,1,0,0,0,0,0,1,0,0,0,0,NA
31,0,1,"FALSE","F","TRAPPIST-1e",0,409,1,TRUE,"Mars",1,71,0,1116,"S",2,1118,"FALSE",0,"FALSE","F/71/S","0409_01","Mats Iccle","TRUE","Iccle","TRUE",0,1,0,1,"F/71/S",1,1,1,"Mars","TRAPPIST-1e",0,0,1,0,0,0,NA,1,0,0,0,0,NA,1,0,0,0,0,0
36,1,1,"TRUE","F","55 Cancri e",0,3458,1,FALSE,"Mars",1,710,0,0,"P",0,0,"FALSE",0,"TRUE","F/710/P","3458_01","Vitax Madan","TRUE","Madan","TRUE",0,1,1,0,"F/710/P",1,1,1,"Mars","55 Cancri e",0,1,0,1,1,1,1,1,0,0,1,1,1,3,3,1,1,1,1
20,0,1,"FALSE","F","TRAPPIST-1e",0,3768,1,TRUE,"Earth",1,710,0,717,"S",0,717,"FALSE",0,"TRUE","F/710/S","3768_01","Jonaye Rushing","TRUE","Rushing","TRUE",0,1,1,0,"F/710/S",1,1,1,"Earth","TRAPPIST-1e",0,1,0,1,1,1,1,3,3,1,1,1,1,1,0,0,1,1,1
19,0,1,"FALSE","F","TRAPPIST-1e",0,3465,1,TRUE,"Mars",1,711,506,395,"P",159,1289,"FALSE",229,"FALSE","F/711/P","3465_01","Mone Flaie","TRUE","Flaie","TRUE",0,1,0,1,"F/711/P",1,1,1,"Mars","TRAPPIST-1e",0,0,1,0,3,3,1,1,0,0,1,1,1,2,2,1,1,1,1
42,0,3,"FALSE","F","TRAPPIST-1e",0,3773,3,TRUE,"Earth",2,711,55,1503,"S",0,1558,"FALSE",0,"TRUE","F/711/S","3773_02","Joeula Prestonard","TRUE","Prestonard","TRUE",0,1,3,0,"F/711/S",3,1,2,"Earth","PSO J318.5-22",0,3,0,1,1,0,0,2,2,1,1,1,1,1,0,0,1,1,1
22,0,3,"FALSE","F","PSO J318.5-22",257,3773,3,TRUE,"Earth",1,711,2,348,"S",2,609,"FALSE",0,"TRUE","F/711/S","3773_01","Ivanna Prestonard","TRUE","Prestonard","TRUE",0,1,3,0,"F/711/S",3,1,2,"Earth","PSO J318.5-22",0,3,0,1,1,0,0,2,2,1,1,1,1,1,0,0,1,1,1
23,0,3,"FALSE","F","PSO J318.5-22",552,3773,3,TRUE,"Earth",3,711,0,44,"S",0,1257,"FALSE",661,"TRUE","F/711/S","3773_03","Wena Prestonard","TRUE","Prestonard","TRUE",0,1,3,0,"F/711/S",3,1,2,"Earth","PSO J318.5-22",0,3,0,1,1,0,0,2,2,1,1,1,1,1,0,0,1,1,1
51,0,1,"FALSE","F","TRAPPIST-1e",0,3467,1,TRUE,"Earth",1,712,90,0,"P",881,971,"FALSE",0,"FALSE","F/712/P","3467_01","Feryla Webstephrey","TRUE","Webstephrey","TRUE",0,1,0,1,"F/712/P",1,1,1,"Earth","TRAPPIST-1e",0,0,1,0,2,2,1,0,0,NA,1,0,0,1,1,1,3,3,1
46,2,2,"TRUE","F","TRAPPIST-1e",0,3775,2,FALSE,"Mars",2,712,0,0,"S",0,0,"FALSE",0,"TRUE","F/712/S","3775_02","Colax Killé","TRUE","Killé","TRUE",0,1,2,0,"F/712/S",2,1,1,"Mars","TRAPPIST-1e",0,2,0,1,1,0,0,1,1,1,3,3,1,0,0,NA,1,0,0
42,2,2,"TRUE","F","TRAPPIST-1e",0,3775,2,FALSE,"Mars",1,712,0,0,"S",0,0,"FALSE",0,"TRUE","F/712/S","3775_01","Coate Buche","TRUE","Buche","TRUE",0,1,2,0,"F/712/S",2,1,1,"Mars","TRAPPIST-1e",0,2,0,1,1,0,0,1,1,1,3,3,1,0,0,NA,1,0,0
18,0,1,"FALSE","F","TRAPPIST-1e",1,3472,1,TRUE,"Earth",1,713,1,714,"P",0,716,"FALSE",0,"TRUE","F/713/P","3472_01","Lulard Frandriquez","FALSE","Frandriquez","FALSE",0,1,0,0,"F/713/P",1,1,1,"Earth","TRAPPIST-1e",1,0,0,NA,1,1,1,0,0,NA,1,0,0,1,1,1,2,2,1
48,0,1,"FALSE","F","TRAPPIST-1e",21,3778,1,TRUE,"Earth",1,713,0,0,"S",0,807,"FALSE",786,"TRUE","F/713/S","3778_01","Geneen Morrencis","TRUE","Morrencis","TRUE",0,1,1,0,"F/713/S",1,1,1,"Earth","TRAPPIST-1e",0,1,0,1,0,0,NA,1,1,1,2,2,1,0,0,NA,1,0,0
22,0,1,"FALSE","F","TRAPPIST-1e",0,3477,2,TRUE,"Mars",1,714,930,45,"P",6307,7292,"FALSE",10,"FALSE","F/714/P","3477_01","Cranch Frazo","FALSE","Frazo","FALSE",0,2,0,0,"D/109/P",1,1,2,"Mars","55 Cancri e",1,0,0,NA,1,1,1,0,0,NA,0,0,NA,0,0,NA,1,1,1
24,0,1,"FALSE","F","TRAPPIST-1e",677,3779,1,TRUE,"Earth",1,714,1,13,"S",10,701,"FALSE",0,"TRUE","F/714/S","3779_01","Ambert Tranciams","TRUE","Tranciams","TRUE",0,1,1,0,"F/714/S",1,1,1,"Earth","TRAPPIST-1e",0,1,0,1,0,0,NA,0,0,NA,1,1,1,0,0,NA,0,0,NA
25,0,1,"FALSE","F","TRAPPIST-1e",0,3481,1,TRUE,"Mars",1,715,1253,379,"P",966,2598,"FALSE",0,"FALSE","F/715/P","3481_01","Reybra Sacle","FALSE","Sacle","FALSE",0,1,0,0,"F/715/P",1,1,1,"Mars","TRAPPIST-1e",1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,2,2,1,1,1,1
43,1,1,"TRUE","F","55 Cancri e",0,3780,1,FALSE,"Mars",1,715,0,0,"S",0,0,"FALSE",0,"TRUE","F/715/S","3780_01","Meass Pre","FALSE","Pre","FALSE",0,1,0,0,"F/715/S",1,1,1,"Mars","55 Cancri e",1,0,0,NA,0,0,NA,2,2,1,1,1,1,0,0,NA,0,0,NA
20,0,1,"FALSE","F","TRAPPIST-1e",6,3482,2,TRUE,"Earth",1,716,2,7,"P",0,2428,"FALSE",2413,"FALSE","F/716/P","3482_01","Rankie Hahnstoneal","FALSE","Hahnstoneal","FALSE",0,2,0,0,"F/716/P",1,1,1,"Earth","TRAPPIST-1e",1,0,0,NA,2,2,1,1,0,0,0,0,NA,1,0,0,0,0,NA
7,1,2,"FALSE","F","TRAPPIST-1e",0,3787,3,FALSE,"Mars",2,716,0,0,"S",0,0,"FALSE",0,"TRUE","F/716/S","3787_02","Smals Prie","TRUE","Prie","TRUE",0,2,3,0,"F/716/S",2,1,1,"Mars","TRAPPIST-1e",0,2,0,1,0,0,NA,1,0,0,0,0,NA,1,0,0,0,0,NA
55,1,2,"TRUE","F","TRAPPIST-1e",0,3787,3,FALSE,"Mars",1,716,0,0,"S",0,0,"FALSE",0,"TRUE","F/716/S","3787_01","Sugard Prie","TRUE","Prie","TRUE",0,2,3,0,"F/716/S",2,1,1,"Mars","TRAPPIST-1e",0,2,0,1,0,0,NA,1,0,0,0,0,NA,1,0,0,0,0,NA
31,0,1,"FALSE","F","PSO J318.5-22",627,3483,1,TRUE,"Earth",1,717,0,1,"P",0,641,"FALSE",13,"FALSE","F/717/P","3483_01","Delody Parsoney","TRUE","Parsoney","TRUE",0,1,0,1,"F/717/P",1,1,1,"Earth","PSO J318.5-22",0,0,1,0,1,0,0,1,1,1,0,0,NA,1,0,0,2,2,1
18,0,1,"FALSE","F","TRAPPIST-1e",651,3812,1,TRUE,"Earth",1,717,14,11,"S",17,757.351413260776,"FALSE",64.3514132607762,"FALSE","F/717/S","3812_01","Sonnie Floways","TRUE","Floways","TRUE",0,1,0,1,"F/717/S",1,1,1,"Earth","TRAPPIST-1e",0,0,1,0,1,0,0,1,0,0,2,2,1,1,1,1,0,0,NA
62,0,1,"FALSE","F","PSO J318.5-22",0,3484,2,TRUE,"Earth",2,718,3,2908,"P",0,2911,"FALSE",0,"TRUE","F/718/P","3484_02","Tonnie Kennetty","TRUE","Kennetty","TRUE",0,2,1,1,"F/718/P",1,1,2,"Earth","PSO J318.5-22",0,1,0,1,1,0,0,2,1,0.5,1,0,0,1,1,1,1,0,0
41,0,1,"FALSE","F","PSO J318.5-22",122,3822,1,TRUE,"Earth",1,718,0,0,"S",104,712,"FALSE",486,"FALSE","F/718/S","3822_01","Lyny Mcinton","TRUE","Mcinton","TRUE",0,1,0,1,"F/718/S",1,1,1,"Earth","PSO J318.5-22",0,0,1,0,1,1,1,1,1,1,1,0,0,2,1,0.5,1,0,0
28,1,2,"FALSE","F","TRAPPIST-1e",0,3489,2,TRUE,"Mars",1,719,274,693,"P",944,1911,"FALSE",0,"FALSE","F/719/P","3489_01","Munda Onpie","TRUE","Onpie","TRUE",0,1,1,1,"F/719/P",2,1,1,"Mars","TRAPPIST-1e",0,1,1,0.5,1,1,1,1,0,0,1,1,1,0,0,NA,1,0,0
39,1,2,"TRUE","F","TRAPPIST-1e",0,3489,2,FALSE,"Mars",2,719,0,0,"P",0,0,"FALSE",0,"TRUE","F/719/P","3489_02","Swal Onpie","TRUE","Onpie","TRUE",0,1,1,1,"F/719/P",2,1,1,"Mars","TRAPPIST-1e",0,1,1,0.5,1,1,1,1,0,0,1,1,1,0,0,NA,1,0,0
27,0,1,"FALSE","F","TRAPPIST-1e",0,3823,1,TRUE,"Mars",1,719,1192,0,"S",0,1192,"FALSE",0,"TRUE","F/719/S","3823_01","Crisp Spore","TRUE","Spore","TRUE",0,1,1,0,"F/719/S",1,1,1,"Mars","TRAPPIST-1e",0,1,0,1,2,1,0.5,0,0,NA,1,0,0,1,0,0,1,1,1
25,0,1,"FALSE","F","TRAPPIST-1e",0,331,1,TRUE,"Earth",1,72,0,251,"P",0,803,"FALSE",552,"FALSE","F/72/P","0331_01","Lewise Burchard","TRUE","Burchard","TRUE",0,1,0,1,"F/72/P",1,1,1,"Earth","TRAPPIST-1e",0,0,1,0,1,0,0,1,1,1,0,0,NA,0,0,NA,1,0,0
21,0,1,"FALSE","F","55 Cancri e",150,410,1,TRUE,"Earth",1,72,0,0,"S",567,717,"FALSE",0,"FALSE","F/72/S","0410_01","Tyrona Roachoanand","TRUE","Roachoanand","TRUE",0,1,0,1,"F/72/S",1,1,1,"Earth","55 Cancri e",0,0,1,0,1,0,0,0,0,NA,1,0,0,1,1,1,0,0,NA
15,0,1,"FALSE","F","TRAPPIST-1e",0,3491,1,TRUE,"Earth",1,720,0,0,"P",6,613,"FALSE",607,"FALSE","F/720/P","3491_01","Everly Joyneidez","TRUE","Joyneidez","TRUE",0,1,0,1,"F/720/P",1,1,1,"Earth","TRAPPIST-1e",0,0,1,0,0,0,NA,0,0,NA,2,1,0.5,0,0,NA,1,1,1
32,0,1,"FALSE","F","55 Cancri e",532,3827,1,TRUE,"Earth",1,720,0,103,"S",762,1400,"FALSE",3,"FALSE","F/720/S","3827_01","Erina Harmond","FALSE","Harmond","FALSE",0,1,0,0,"F/720/S",1,1,1,"Earth","55 Cancri e",1,0,0,NA,1,0,0,0,0,NA,1,1,1,0,0,NA,2,1,0.5
32,0,1,"FALSE","F","TRAPPIST-1e",1001,3493,1,TRUE,"Earth",1,721,0,8,"P",0,1009,"FALSE",0,"FALSE","F/721/P","3493_01","Eulah Brownings","FALSE","Brownings","FALSE",0,1,0,0,"F/721/P",1,1,1,"Earth","TRAPPIST-1e",1,0,0,NA,0,0,NA,2,1,0.5,1,0,0,0,0,NA,0,0,NA
24,0,1,"FALSE","F","TRAPPIST-1e",734,3829,2,TRUE,"Earth",2,721,0,0,"S",2,738,"FALSE",2,"TRUE","F/721/S","3829_02","Hanry Noeley","FALSE","Noeley","FALSE",0,2,0,0,"E/254/S",1,1,2,"Earth","55 Cancri e",1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,2,1,0.5,1,0,0
27,1,2,"FALSE","F","TRAPPIST-1e",0,3496,2,TRUE,"Mars",2,722,542,1231,"P",0,1774,"FALSE",1,"FALSE","F/722/P","3496_02",NA,"TRUE",NA,"TRUE",0,1,1,1,"F/722/P",2,1,1,"Mars","TRAPPIST-1e",0,1,1,0.5,0,0,NA,1,1,1,0,0,NA,1,1,1,0,0,NA
33.5607819843063,1,2,"TRUE","F","TRAPPIST-1e",0,3496,2,FALSE,"Mars",1,722,0,0,"P",0,0,"FALSE",0,"TRUE","F/722/P","3496_01","Squars Bate","TRUE","Bate","TRUE",0,1,1,1,"F/722/P",2,1,1,"Mars","TRAPPIST-1e",0,1,1,0.5,0,0,NA,1,1,1,0,0,NA,1,1,1,0,0,NA
22,1,1,"TRUE","F","55 Cancri e",0,3833,1,FALSE,"Mars",1,722,0,0,"S",0,0,"FALSE",0,"TRUE","F/722/S","3833_01","Eang Prie","FALSE","Prie","FALSE",0,1,0,0,"F/722/S",1,1,1,"Mars","55 Cancri e",1,0,0,NA,2,1,0.5,1,1,1,0,0,NA,1,1,1,0,0,NA
38,0,1,"FALSE","F","TRAPPIST-1e",1025,3499,4,TRUE,"Earth",3,723,0,23,"P",0,1048,"FALSE",0,"TRUE","F/723/P","3499_03","Mon Clemondsey","TRUE","Clemondsey","TRUE",0,2,2,2,"G/574/P",3,1,1,"Earth","TRAPPIST-1e",0,1,0,1,1,1,1,0,0,NA,2,1,0.5,0,0,NA,0,0,NA
21,0,1,"FALSE","F","TRAPPIST-1e",0,3836,1,TRUE,"Mars",1,723,1060,91,"S",0,1151,"FALSE",0,"TRUE","F/723/S","3836_01",NA,"TRUE",NA,"TRUE",0,1,1,0,"F/723/S",1,1,1,"Mars","TRAPPIST-1e",0,1,0,1,1,1,1,0,0,NA,0,0,NA,0,0,NA,2,1,0.5
24,0,1,"FALSE","F","TRAPPIST-1e",0,3505,1,TRUE,"Earth",1,724,0,0,"P",0,645,"FALSE",645,"FALSE","F/724/P","3505_01","Hilley Ayalazquez","FALSE","Ayalazquez","FALSE",0,1,0,0,"F/724/P",1,1,1,"Earth","TRAPPIST-1e",1,0,0,NA,0,0,NA,2,1,0.5,1,1,1,1,1,1,1,1,1
18,0,1,"FALSE","F","TRAPPIST-1e",648,3843,1,TRUE,"Earth",1,724,1,0,"S",0,649,"FALSE",0,"TRUE","F/724/S","3843_01","Willip Hoppers","FALSE","Hoppers","FALSE",0,1,0,0,"F/724/S",1,1,1,"Earth","TRAPPIST-1e",1,0,0,NA,0,0,NA,1,1,1,1,1,1,2,1,0.5,1,1,1
